time,ambulance_speed,acceleration,speed_loss,avg_speed,density,avg_waiting_time,queue_length,vehicles_sampled,vehicles_in_radius,vehicles_cleared,cumulative_vehicles_cleared,same_lane_density,adjacent_lane_density,close_adjacent_vehicles,intersection_delay,controller_state
2500,0.0,0.0,33.0,17.575,27.18,0.0,0,5,0,0,0,0,0,0,0,CRUISING
2510,19.22,0.531,13.78,17.424,28.187,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2520,19.457,0.078,13.543,17.247,28.187,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2530,19.688,0.029,13.312,17.107,28.187,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2540,19.908,0.023,13.092,17.002,28.187,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2550,20.116,0.021,12.884,16.921,28.187,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2560,20.259,0.014,12.741,16.811,29.194,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2570,20.367,0.011,12.633,16.704,29.194,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2580,20.451,0.008,12.549,16.611,29.194,0.0,0,5,3,2,2,2,1,0,0,CLEARING_PATH
2590,20.506,0.005,12.494,16.532,29.194,0.0,0,5,3,3,3,2,1,1,0,CLEARING_PATH
2600,20.54,0.003,12.46,16.459,29.194,0.0,0,5,3,2,3,2,1,1,0,CLEARING_PATH
2610,20.556,0.001,12.444,16.381,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2620,20.542,-0.002,12.458,16.304,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2630,20.493,-0.005,12.507,16.231,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2640,20.425,-0.007,12.575,16.162,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2650,20.342,-0.008,12.658,16.097,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2660,20.218,-0.013,12.782,16.028,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2670,20.045,-0.017,12.955,15.956,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2680,19.849,-0.02,13.151,15.884,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2690,19.626,-0.022,13.374,15.811,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2700,19.386,-0.024,13.614,15.739,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2710,19.064,-0.034,13.936,15.678,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2720,18.688,-0.037,14.312,15.684,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2730,18.303,-0.038,14.697,15.575,29.194,0.0,0,5,3,1,3,0,3,1,0,CLEARING_PATH
2740,17.936,-0.037,15.064,13.067,30.2,0.0,0,6,3,1,3,0,3,1,0,CLEARING_PATH
2750,17.568,-0.037,15.432,12.935,30.2,0.0,0,6,3,1,3,0,3,1,0,CLEARING_PATH
2760,17.206,-0.036,15.794,12.817,31.207,0.0,0,6,3,1,3,0,3,1,0,CLEARING_PATH
2770,16.85,-0.035,16.15,12.713,31.207,0.0,0,6,3,1,3,0,3,1,0,CLEARING_PATH
2780,16.508,-0.034,16.492,12.624,31.207,0.0,0,6,3,1,3,0,3,1,0,CLEARING_PATH
