time,ambulance_speed,acceleration,speed_loss,avg_speed,density,avg_waiting_time,queue_length,vehicles_sampled,vehicles_in_radius,vehicles_cleared,cumulative_vehicles_cleared,same_lane_density,adjacent_lane_density,close_adjacent_vehicles,intersection_delay,controller_state
2500,0.0,0.0,33.0,17.244,27.18,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2510,19.013,0.512,13.987,17.252,28.187,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2520,19.057,0.059,13.943,17.259,28.187,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2530,19.13,0.013,13.87,17.265,28.187,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2540,19.234,0.011,13.766,17.273,28.187,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2550,19.367,0.014,13.633,17.281,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2560,19.531,0.017,13.469,17.288,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2570,19.717,0.018,13.283,17.294,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2580,19.892,0.017,13.108,17.302,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2590,20.052,0.016,12.948,17.312,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2600,20.201,0.015,12.799,17.321,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2610,20.346,0.014,12.654,17.331,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2620,20.479,0.013,12.521,17.337,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2630,20.598,0.012,12.402,17.344,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2640,20.702,0.01,12.298,17.353,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2650,20.787,0.008,12.213,17.361,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2660,20.868,0.008,12.132,17.371,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2670,20.94,0.007,12.06,17.381,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2680,21.001,0.006,11.999,17.391,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2690,21.044,0.004,11.956,17.401,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2700,21.071,0.003,11.929,17.413,29.194,0.0,0,5,0,0,0,0,0,0,0,NO_CONTROL
2710,21.099,0.003,11.901,14.761,30.2,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2720,21.119,0.002,11.881,14.77,30.2,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2730,21.127,0.001,11.873,14.786,30.2,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2740,21.117,-0.001,11.883,14.807,30.2,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2750,21.088,-0.003,11.912,14.835,30.2,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2760,21.07,-0.002,11.93,14.864,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2770,21.049,-0.002,11.951,14.897,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2780,21.03,-0.002,11.97,14.932,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2790,21.013,-0.002,11.987,14.967,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2800,20.996,-0.002,12.004,15.006,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2810,20.971,-0.003,12.029,15.038,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2820,20.934,-0.004,12.066,15.069,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2830,20.885,-0.005,12.115,15.103,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2840,20.833,-0.005,12.167,15.139,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2850,20.767,-0.007,12.233,15.176,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2860,20.695,-0.007,12.305,15.207,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2870,20.624,-0.007,12.376,15.236,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2880,20.549,-0.008,12.451,15.267,31.207,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2890,20.459,-0.009,12.541,15.299,32.214,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2900,20.36,-0.01,12.64,15.333,32.214,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2910,20.264,-0.01,12.736,15.361,32.214,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2920,20.165,-0.01,12.835,15.387,32.214,0.0,0,6,0,0,0,0,0,0,0,NO_CONTROL
2930,20.063,-0.01,12.937,13.29,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2940,19.953,-0.011,13.047,13.313,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2950,19.846,-0.011,13.154,13.347,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2960,19.737,-0.011,13.263,13.382,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2970,19.618,-0.012,13.382,13.421,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2980,19.498,-0.012,13.502,13.465,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
2990,19.379,-0.012,13.621,13.511,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3000,19.267,-0.011,13.733,13.561,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3010,19.157,-0.011,13.843,13.606,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3020,19.046,-0.011,13.954,13.653,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3030,18.931,-0.011,14.069,13.702,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3040,18.815,-0.012,14.185,13.752,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3050,18.695,-0.012,14.305,13.803,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3060,18.585,-0.011,14.415,13.851,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3070,18.47,-0.012,14.53,13.898,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3080,18.352,-0.012,14.648,13.948,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3090,18.236,-0.012,14.764,14.001,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3100,18.12,-0.012,14.88,14.055,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3110,18.016,-0.01,14.984,14.106,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3120,17.925,-0.009,15.075,14.156,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3130,17.839,-0.009,15.161,14.209,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3140,17.758,-0.008,15.242,14.263,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3150,17.681,-0.008,15.319,14.32,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3160,17.592,-0.009,15.408,14.372,33.22,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3170,17.503,-0.009,15.497,14.421,34.227,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3180,17.42,-0.008,15.58,14.471,34.227,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3190,17.339,-0.008,15.661,14.523,34.227,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3200,17.265,-0.007,15.735,14.576,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3210,17.179,-0.008,15.821,14.624,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3220,17.105,-0.007,15.895,14.671,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3230,17.042,-0.006,15.958,14.72,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3240,16.982,-0.006,16.018,14.769,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3250,16.938,-0.004,16.062,14.82,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3260,16.894,-0.004,16.106,14.868,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3270,16.845,-0.005,16.155,14.914,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3280,16.793,-0.005,16.207,14.961,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3290,16.737,-0.006,16.263,15.01,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3300,16.679,-0.006,16.321,15.059,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3310,16.63,-0.005,16.37,15.104,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3320,16.587,-0.004,16.413,15.147,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3330,16.544,-0.004,16.456,15.19,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3340,16.499,-0.005,16.501,15.236,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3350,16.448,-0.005,16.552,15.284,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3360,16.402,-0.005,16.598,15.33,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3370,16.357,-0.005,16.643,15.373,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3380,16.308,-0.005,16.692,15.417,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3390,16.262,-0.005,16.738,15.463,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3400,16.21,-0.005,16.79,15.51,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3410,16.168,-0.004,16.832,15.554,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3420,16.131,-0.004,16.869,15.596,35.234,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3430,16.097,-0.003,16.903,15.637,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3440,16.059,-0.004,16.941,15.679,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3450,16.021,-0.004,16.979,15.723,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3460,15.978,-0.004,17.022,15.766,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3470,15.93,-0.005,17.07,15.806,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3480,15.872,-0.006,17.128,15.846,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3490,15.818,-0.006,17.182,15.886,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3500,15.759,-0.006,17.241,15.924,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3510,15.719,-0.004,17.281,15.961,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3520,15.671,-0.005,17.329,15.998,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3530,15.626,-0.004,17.374,16.035,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3540,15.59,-0.004,17.41,16.071,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3550,15.56,-0.003,17.44,16.106,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3560,15.541,-0.002,17.459,16.14,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3570,15.523,-0.002,17.477,16.172,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3580,15.496,-0.003,17.504,16.204,36.24,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3590,15.457,-0.004,17.543,16.236,37.247,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3600,15.423,-0.003,17.577,16.267,37.247,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3610,15.395,-0.003,17.605,16.299,37.247,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3620,15.364,-0.003,17.636,16.329,37.247,0.0,0,7,0,0,0,0,0,0,0,NO_CONTROL
3630,15.336,-0.003,17.664,14.676,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3640,15.324,-0.001,17.676,14.699,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3650,15.327,0.0,17.673,14.728,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3660,15.338,0.001,17.662,14.759,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3670,15.359,0.002,17.641,14.793,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3680,15.383,0.002,17.617,14.829,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3690,15.408,0.002,17.592,14.866,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3700,15.429,0.002,17.571,14.904,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3710,15.435,0.001,17.565,14.943,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3720,15.441,0.001,17.559,14.981,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3730,15.442,0.0,17.558,15.019,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3740,15.437,-0.001,17.563,15.059,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3750,15.423,-0.002,17.577,15.1,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3760,15.41,-0.001,17.59,15.14,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3770,15.398,-0.001,17.602,15.179,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3780,15.394,-0.0,17.606,15.22,38.254,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3790,15.396,0.0,17.604,15.26,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3800,15.407,0.001,17.593,15.3,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3810,15.415,0.001,17.585,15.341,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3820,15.426,0.001,17.574,15.38,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3830,15.44,0.001,17.56,15.42,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3840,15.453,0.001,17.547,15.458,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3850,15.473,0.002,17.527,15.496,39.26,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3860,15.496,0.002,17.504,15.533,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3870,15.518,0.002,17.482,15.571,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3880,15.539,0.002,17.461,15.607,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3890,15.559,0.002,17.441,15.641,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3900,15.584,0.002,17.416,15.675,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3910,15.598,0.001,17.402,15.707,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3920,15.606,0.001,17.394,15.737,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3930,15.608,0.0,17.392,15.767,40.267,0.0,0,8,0,0,0,0,0,0,0,NO_CONTROL
3940,15.613,0.0,17.387,15.822,41.274,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
3950,15.613,0.0,17.387,15.849,41.274,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
3960,15.62,0.001,17.38,15.879,41.274,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
3970,15.634,0.001,17.366,15.908,41.274,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
3980,15.649,0.002,17.351,15.937,41.274,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
3990,15.672,0.002,17.328,15.966,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4000,15.694,0.002,17.306,15.996,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4010,15.711,0.002,17.289,16.026,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4020,15.726,0.002,17.274,16.056,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4030,15.741,0.001,17.259,16.084,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4040,15.756,0.001,17.244,16.111,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4050,15.773,0.002,17.227,16.137,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4060,15.776,0.0,17.224,16.165,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4070,15.768,-0.001,17.232,16.193,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4080,15.769,0.0,17.231,16.221,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4090,15.769,-0.0,17.231,16.248,42.28,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4100,15.769,0.0,17.231,16.274,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4110,15.777,0.001,17.223,16.3,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4120,15.785,0.001,17.215,16.327,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4130,15.79,0.0,17.21,16.351,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4140,15.792,0.0,17.208,16.375,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4150,15.796,0.0,17.204,16.399,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4160,15.797,0.0,17.203,16.422,43.287,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4170,15.8,0.0,17.2,16.444,44.294,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4180,15.803,0.0,17.197,16.466,44.294,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4190,15.81,0.001,17.19,16.487,45.3,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
4200,15.812,0.0,17.188,16.508,45.3,0.0,0,9,0,0,0,0,0,0,0,NO_CONTROL
