time,ambulance_speed,avg_speed,density,avg_waiting_time,queue_length,vehicles_sampled
2000,0.0,16.384,20.133,0.0,0,3
2010,0.0,16.39,21.14,0.0,0,3
2020,0.0,16.392,21.14,0.0,0,3
2030,0.0,16.395,21.14,0.0,0,3
2040,0.0,16.401,21.14,0.0,0,3
2050,0.0,16.407,21.14,0.0,0,3
2060,0.0,16.414,21.14,0.0,0,3
2070,0.0,16.419,21.14,0.0,0,3
2080,0.0,16.421,21.14,0.0,0,3
2090,0.0,16.42,21.14,0.0,0,3
2100,0.0,16.425,21.14,0.0,0,3
2110,0.0,16.432,21.14,0.0,0,3
2120,0.0,16.44,21.14,0.0,0,3
2130,0.0,16.448,21.14,0.0,0,3
2140,0.0,16.454,21.14,0.0,0,3
2150,0.0,16.458,21.14,0.0,0,3
2160,18.937,16.464,22.147,0.0,0,3
2170,18.716,16.469,22.147,0.0,0,3
2180,18.478,16.472,22.147,0.0,0,3
2190,18.215,16.476,22.147,0.0,0,3
2200,17.926,16.237,24.16,0.0,0,5
2210,17.651,16.224,24.16,0.0,0,5
2220,17.469,16.208,24.16,0.0,0,5
2230,17.31,16.191,24.16,0.0,0,5
2240,17.166,16.171,25.167,0.0,0,5
2250,17.039,16.152,25.167,0.0,0,5
2260,16.946,16.143,25.167,0.0,0,5
2270,16.88,16.146,25.167,0.0,0,5
2280,16.824,16.154,25.167,0.0,0,5
2290,16.783,16.14,25.167,0.0,0,5
2300,16.756,15.955,26.174,0.0,0,5
2310,16.74,15.79,26.174,0.0,0,5
2320,16.722,15.659,26.174,0.0,0,5
2330,16.716,15.68,26.174,0.0,0,5
2340,16.713,15.699,28.187,0.0,0,5
2350,16.716,15.724,28.187,0.0,0,5
2360,16.727,15.757,28.187,0.0,0,5
2370,16.729,15.793,28.187,0.0,0,5
2380,16.728,15.835,28.187,0.0,0,5
2390,16.726,15.884,28.187,0.0,0,5
2400,16.734,15.938,28.187,0.0,0,5
2410,16.739,16.0,28.187,0.0,0,5
2420,16.717,16.058,28.187,0.0,0,5
2430,16.691,16.113,28.187,0.0,0,5
2440,16.654,16.162,28.187,0.0,0,5
2450,16.61,16.21,28.187,0.0,0,5
2460,16.564,16.256,28.187,0.0,0,5
2470,16.554,16.295,28.187,0.0,0,5
2480,16.56,16.33,28.187,0.0,0,5
2490,16.578,16.36,28.187,0.0,0,5
2500,16.601,16.39,28.187,0.0,0,5
2510,16.61,16.423,28.187,0.0,0,5
2520,16.588,16.448,29.194,0.0,0,5
2530,16.564,16.474,29.194,0.0,0,5
2540,16.546,16.495,29.194,0.0,0,5
2550,16.54,16.52,29.194,0.0,0,5
2560,16.539,16.542,29.194,0.0,0,5
2570,16.535,16.561,29.194,0.0,0,5
2580,16.534,16.575,29.194,0.0,0,5
2590,16.535,16.587,29.194,0.0,0,5
2600,16.528,16.6,29.194,0.0,0,5
2610,16.519,16.613,29.194,0.0,0,5
2620,16.527,16.623,29.194,0.0,0,5
2630,16.533,16.632,29.194,0.0,0,5
2640,16.54,16.64,29.194,0.0,0,5
2650,16.543,16.65,29.194,0.0,0,5
2660,16.549,16.663,29.194,0.0,0,5
2670,16.564,16.675,29.194,0.0,0,5
2680,16.584,16.687,29.194,0.0,0,5
2690,16.603,16.568,29.194,0.0,0,5
2700,16.617,16.405,29.194,0.0,0,5
2710,16.625,16.255,29.194,0.0,0,5
2720,16.635,16.115,29.194,0.0,0,5
2730,16.648,15.989,29.194,0.0,0,5
2740,16.661,13.428,30.2,0.0,0,6
2750,16.668,13.345,30.2,0.0,0,6
2760,16.672,13.277,31.207,0.0,0,6
2770,16.671,13.222,31.207,0.0,0,6
2780,16.678,13.182,31.207,0.0,0,6
2790,16.69,13.155,31.207,0.0,0,6
2800,16.706,13.143,31.207,0.0,0,6
2810,16.714,13.143,31.207,0.0,0,6
2820,16.709,13.151,31.207,0.0,0,6
2830,16.708,13.171,31.207,0.0,0,6
2840,16.719,13.202,31.207,0.0,0,6
2850,16.733,13.24,31.207,0.0,0,6
2860,16.742,13.283,31.207,0.0,0,6
2870,16.741,13.329,31.207,0.0,0,6
2880,16.737,13.378,31.207,0.0,0,6
2890,16.732,13.432,32.214,0.0,0,6
2900,16.723,13.482,32.214,0.0,0,6
2910,16.708,13.477,32.214,0.0,0,6
2920,16.693,13.44,32.214,0.0,0,6
2930,16.675,13.435,32.214,0.0,0,6
2940,16.667,13.46,32.214,0.0,0,6
2950,16.654,13.506,32.214,0.0,0,6
2960,16.639,13.535,32.214,0.0,0,6
2970,16.622,13.551,32.214,0.0,0,6
2980,16.608,11.715,33.22,0.0,0,7
2990,16.598,11.744,33.22,0.0,0,7
3000,16.591,11.791,33.22,0.0,0,7
3010,16.589,11.844,33.22,0.0,0,7
3020,16.597,11.9,33.22,0.0,0,7
3030,16.616,11.958,33.22,0.0,0,7
3040,16.646,12.016,33.22,0.0,0,7
3050,16.677,12.081,33.22,0.0,0,7
3060,16.709,12.147,33.22,0.0,0,7
3070,16.742,12.211,33.22,0.0,0,7
3080,16.781,12.28,33.22,0.0,0,7
3090,16.83,12.35,33.22,0.0,0,7
3100,16.891,12.416,33.22,0.0,0,7
3110,16.952,12.481,33.22,0.0,0,7
3120,17.005,12.545,33.22,0.0,0,7
3130,17.067,12.605,33.22,0.0,0,7
3140,17.135,12.66,33.22,0.0,0,7
3150,17.209,12.705,33.22,0.0,0,7
3160,17.285,12.748,33.22,0.0,0,7
3170,17.345,12.79,34.227,0.0,0,7
3180,17.411,12.827,34.227,0.0,0,7
3190,17.485,12.858,34.227,0.0,0,7
3200,17.567,12.882,34.227,0.0,0,7
3210,17.645,12.9,34.227,0.0,0,7
3220,17.713,12.912,34.227,0.0,0,7
3230,17.786,12.917,34.227,0.0,0,7
3240,17.866,12.917,34.227,0.0,0,7
3250,17.952,12.933,35.234,0.0,0,7
3260,18.041,12.948,35.234,0.0,0,7
3270,18.121,12.964,35.234,0.0,0,7
3280,18.198,12.978,35.234,0.0,0,7
3290,18.277,12.988,35.234,0.0,0,7
3300,18.362,13.002,35.234,0.0,0,7
3310,18.454,13.012,35.234,0.0,0,7
3320,18.572,13.021,35.234,0.0,0,7
3330,18.721,13.027,35.234,0.0,0,7
3340,18.899,13.027,35.234,0.0,0,7
3350,19.107,13.037,35.234,0.0,0,7
3360,19.345,13.044,35.234,0.0,0,7
3370,19.614,13.047,35.234,0.0,0,7
3380,19.912,13.049,35.234,0.0,0,7
3390,20.234,13.046,35.234,0.0,0,7
3400,20.553,13.048,35.234,0.0,0,7
3410,20.866,13.055,35.234,0.0,0,7
3420,21.173,13.062,35.234,0.0,0,7
3430,21.475,13.068,35.234,0.0,0,7
3440,21.773,13.075,35.234,0.0,0,7
3450,22.065,13.078,35.234,0.0,0,7
3460,22.352,13.083,35.234,0.0,0,7
3470,22.628,13.085,35.234,0.0,0,7
3480,22.898,13.09,35.234,0.0,0,7
3490,23.162,13.097,35.234,0.0,0,7
3500,23.419,13.099,35.234,0.0,0,7
3510,23.669,13.1,35.234,0.0,0,7
3520,23.91,13.103,35.234,0.0,0,7
3530,24.145,13.107,35.234,0.0,0,7
3540,24.373,13.114,35.234,0.0,0,7
3550,24.596,13.117,36.24,0.0,0,7
3560,24.814,13.119,36.24,0.0,0,7
3570,25.027,13.121,36.24,0.0,0,7
3580,25.235,13.13,36.24,0.0,0,7
3590,25.437,13.143,37.247,0.0,0,7
3600,25.631,13.144,37.247,0.0,0,7
3610,25.82,13.147,37.247,0.0,0,7
3620,25.997,13.155,37.247,0.0,0,7
3630,26.168,13.166,37.247,0.0,0,7
3640,26.332,13.182,37.247,0.0,0,7
3650,26.49,13.193,37.247,0.0,0,7
3660,26.643,13.205,37.247,0.0,0,7
3670,26.789,13.216,38.254,0.0,0,7
3680,26.927,13.233,38.254,0.0,0,7
3690,27.059,12.195,39.26,0.0,0,8
3700,27.182,12.215,39.26,0.0,0,8
3710,27.297,12.238,39.26,0.0,0,8
3720,27.402,12.267,39.26,0.0,0,8
3730,27.497,12.304,39.26,0.0,0,8
